region,dong,gubun,voters,votes,A,B,c1,c2,c3
화순군,도암면,계,1099,692,520,64,31,32,14
화순군,도암면,관내사전투표,374,374,290,32,18,10,7
화순군,도암면,선거일투표,725,318,230,32,13,22,7
화순군,이서면,계,713,448,331,47,24,18,9
화순군,이서면,관내사전투표,232,232,177,24,9,11,4
화순군,이서면,선거일투표,481,216,154,23,15,7,5
화순군,백아면,계,1134,780,583,60,42,26,16
화순군,백아면,관내사전투표,485,485,379,30,19,12,8
화순군,백아면,선거일투표,649,295,204,30,23,14,8
화순군,동복면,계,1226,864,618,76,71,30,13
화순군,동복면,관내사전투표,491,490,366,29,45,11,10
화순군,동복면,선거일투표,735,374,252,47,26,19,3
화순군,사평면,계,1628,1052,770,99,79,45,23
화순군,사평면,관내사전투표,694,694,513,57,53,31,14
화순군,사평면,선거일투표,934,358,257,42,26,14,9
화순군,동면,계,2369,1455,1052,145,85,55,35
화순군,동면,관내사전투표,919,919,683,65,52,36,18
화순군,동면,선거일투표,1450,536,369,80,33,19,17
화순군,잘못 투입·구분된 투표지,,0,16,13,1,1,0,1
장흥군,장흥읍,계,10766,7526,5877,706,400,193,127
장흥군,장흥읍,관내사전투표,4437,4437,3601,340,200,104,67
장흥군,장흥읍,선거일투표,6329,3089,2276,366,200,89,60
장흥군,관산읍,계,3642,2567,2011,170,130,71,52
장흥군,관산읍,관내사전투표,1602,1602,1279,95,75,49,26
장흥군,관산읍,선거일투표,2040,965,732,75,55,22,26
장흥군,대덕읍,계,2471,1758,1380,150,57,39,37
장흥군,대덕읍,관내사전투표,982,982,784,64,35,20,19
장흥군,대덕읍,선거일투표,1489,776,596,86,22,19,18
장흥군,용산면,계,1680,1189,901,103,77,37,16
장흥군,용산면,관내사전투표,827,827,647,54,52,29,8
장흥군,용산면,선거일투표,853,362,254,49,25,8,8
장흥군,안양면,계,2113,1488,1174,112,54,51,18
장흥군,안양면,관내사전투표,907,907,741,41,30,31,7
장흥군,안양면,선거일투표,1206,581,433,71,24,20,11
장흥군,장동면,계,904,636,451,95,30,12,17
장흥군,장동면,관내사전투표,393,393,294,44,17,9,7
장흥군,장동면,선거일투표,511,243,157,51,13,3,10
장흥군,장평면,계,1616,1160,901,78,69,33,26
장흥군,장평면,관내사전투표,735,735,576,44,48,23,11
장흥군,장평면,선거일투표,881,425,325,34,21,10,15
장흥군,유치면,계,703,490,358,52,28,21,9
장흥군,유치면,관내사전투표,327,327,247,28,19,14,8
장흥군,유치면,선거일투표,376,163,111,24,9,7,1
장흥군,부산면,계,1046,729,517,54,67,19,15
장흥군,부산면,관내사전투표,507,507,368,27,45,13,8
장흥군,부산면,선거일투표,539,222,149,27,22,6,7
장흥군,회진면,계,2069,1592,1259,115,47,37,28
장흥군,회진면,관내사전투표,1125,1124,904,64,33,18,15
장흥군,회진면,선거일투표,944,468,355,51,14,19,13
장흥군,잘못 투입·구분된 투표지,,0,0,0,0,0,0,0
강진군,강진읍,계,9494,6930,5036,722,285,307,317
강진군,강진읍,관내사전투표,4081,4078,3056,368,162,189,150
강진군,강진읍,선거일투표,5413,2852,1980,354,123,118,167
강진군,군동면,계,3162,2250,1521,236,106,96,147
강진군,군동면,관내사전투표,1232,1230,863,101,59,51,66
강진군,군동면,선거일투표,1930,1020,658,135,47,45,81
강진군,칠량면,계,1742,1298,896,129,55,68,57
강진군,칠량면,관내사전투표,828,828,588,80,37,32,24
강진군,칠량면,선거일투표,914,470,308,49,18,36,33
강진군,대구면,계,838,655,440,69,48,24,38
강진군,대구면,관내사전투표,467,467,312,53,34,16,25
강진군,대구면,선거일투표,371,188,128,16,14,8,13
강진군,마량면,계,1436,1070,780,89,33,23,81
강진군,마량면,관내사전투표,728,728,542,48,21,20,47
강진군,마량면,선거일투표,708,342,238,41,12,3,34
강진군,도암면,계,1865,1385,945,141,63,68,52
강진군,도암면,관내사전투표,857,857,574,89,37,42,26
강진군,도암면,선거일투표,1008,528,371,52,26,26,26
강진군,신전면,계,1414,1102,799,86,47,60,37
강진군,신전면,관내사전투표,733,733,543,49,25,42,20
강진군,신전면,선거일투표,681,369,256,37,22,18,17
강진군,성전면,계,2260,1683,1206,154,74,73,53
강진군,성전면,관내사전투표,1222,1221,874,107,47,49,39
강진군,성전면,선거일투표,1038,462,332,47,27,24,14
강진군,작천면,계,1399,1021,716,103,64,33,49
강진군,작천면,관내사전투표,688,688,502,64,37,22,32
강진군,작천면,선거일투표,711,333,214,39,27,11,17
강진군,병영면,계,1262,945,629,80,74,32,70
강진군,병영면,관내사전투표,654,654,444,46,46,24,48
강진군,병영면,선거일투표,608,291,185,34,28,8,22
강진군,옴천면,계,465,354,251,28,15,17,18
강진군,옴천면,관내사전투표,225,225,166,10,11,10,8
강진군,옴천면,선거일투표,240,129,85,18,4,7,10
강진군,잘못 투입·구분된 투표지,,0,3,2,0,0,1,0
완도군,완도읍,계,13197,9649,7705,784,239,282,258
완도군,완도읍,관내사전투표,5382,5382,4472,341,131,150,94
완도군,완도읍,선거일투표,7815,4267,3233,443,108,132,164
완도군,금일읍,계,2426,1948,1572,97,64,39,42
완도군,금일읍,관내사전투표,1152,1152,935,44,38,21,20
완도군,금일읍,선거일투표,1274,796,637,53,26,18,22
완도군,노화읍,계,3630,2769,2165,154,114,84,53
완도군,노화읍,관내사전투표,1576,1576,1253,70,51,50,29
완도군,노화읍,선거일투표,2054,1193,912,84,63,34,24
완도군,군외면,계,2244,1699,1282,167,44,45,43
완도군,군외면,관내사전투표,1064,1064,816,91,26,26,24
완도군,군외면,선거일투표,1180,635,466,76,18,19,19
완도군,신지면,계,2555,1927,1510,115,68,38,41
완도군,신지면,관내사전투표,1324,1321,1047,75,42,29,24
완도군,신지면,선거일투표,1231,606,463,40,26,9,17
완도군,고금면,계,2949,2393,1790,169,83,58,68
완도군,고금면,관내사전투표,1703,1703,1301,110,43,33,42
완도군,고금면,선거일투표,1246,690,489,59,40,25,26
완도군,약산면,계,1752,1368,1043,94,56,34,46
완도군,약산면,관내사전투표,728,729,561,43,26,18,26
완도군,약산면,선거일투표,1024,639,482,51,30,16,20
완도군,청산면,계,1640,1256,938,96,61,39,36
완도군,청산면,관내사전투표,671,670,505,43,35,23,20
완도군,청산면,선거일투표,969,586,433,53,26,16,16
완도군,소안면,계,1763,1439,1144,92,60,21,28
완도군,소안면,관내사전투표,988,988,801,50,34,13,14
완도군,소안면,선거일투표,775,451,343,42,26,8,14
완도군,금당면,계,652,557,440,32,17,8,9
완도군,금당면,관내사전투표,442,442,346,22,15,6,6
완도군,금당면,선거일투표,210,115,94,10,2,2,3
완도군,보길면,계,1945,1604,1288,105,65,26,25
완도군,보길면,관내사전투표,987,987,810,53,27,17,12
완도군,보길면,선거일투표,958,617,478,52,38,9,13
완도군,생일면,계,515,423,339,22,17,3,16
완도군,생일면,관내사전투표,322,322,264,12,13,3,11
완도군,생일면,선거일투표,193,101,75,10,4,0,5
완도군,잘못 투입·구분된 투표지,,0,1,1,0,0,0,0
해남군,해남읍,계,17362,9795,8172,740,255,234,130
해남군,해남읍,관내사전투표,5014,5011,4307,269,119,126,60
해남군,해남읍,선거일투표,12348,4784,3865,471,136,108,70
해남군,삼산면,계,2272,1552,1233,111,63,44,35
해남군,삼산면,관내사전투표,879,879,726,47,36,24,11
해남군,삼산면,선거일투표,1393,673,507,64,27,20,24
해남군,화산면,계,2418,1635,1272,126,50,50,22
해남군,화산면,관내사전투표,895,893,718,58,29,22,9
해남군,화산면,선거일투표,1523,742,554,68,21,28,13
해남군,현산면,계,2237,1504,1203,117,41,33,23
해남군,현산면,관내사전투표,747,747,615,43,17,15,9
해남군,현산면,선거일투표,1490,757,588,74,24,18,14
해남군,송지면,계,4676,2894,2475,178,37,55,26
해남군,송지면,관내사전투표,1490,1490,1294,67,17,28,15
해남군,송지면,선거일투표,3186,1404,1181,111,20,27,11
해남군,북평면,계,2195,1551,1241,92,54,32,32
해남군,북평면,관내사전투표,861,861,701,49,18,15,20
해남군,북평면,선거일투표,1334,690,540,43,36,17,12
해남군,북일면,계,1581,1093,883,55,42,34,32
해남군,북일면,관내사전투표,684,684,555,29,31,17,18
해남군,북일면,선거일투표,897,409,328,26,11,17,14
해남군,옥천면,계,2363,1614,1259,147,37,54,14
해남군,옥천면,관내사전투표,907,906,718,77,16,26,5
해남군,옥천면,선거일투표,1456,708,541,70,21,28,9
해남군,계곡면,계,1678,1120,926,66,31,24,12
해남군,계곡면,관내사전투표,704,704,595,33,17,14,7
해남군,계곡면,선거일투표,974,416,331,33,14,10,5
해남군,마산면,계,1969,1244,1037,57,41,28,24
해남군,마산면,관내사전투표,682,681,575,24,21,18,12
해남군,마산면,선거일투표,1287,563,462,33,20,10,12
해남군,황산면,계,3624,2505,2009,170,75,53,31
해남군,황산면,관내사전투표,1393,1392,1126,83,37,25,17
해남군,황산면,선거일투표,2231,1113,883,87,38,28,14
해남군,산이면,계,2760,1662,1390,97,44,39,20
해남군,산이면,관내사전투표,911,910,764,51,20,19,12
해남군,산이면,선거일투표,1849,752,626,46,24,20,8
해남군,문내면,계,3007,2206,1715,174,56,47,18
해남군,문내면,관내사전투표,1408,1408,1092,92,31,28,11
해남군,문내면,선거일투표,1599,798,623,82,25,19,7
해남군,화원면,계,2686,1779,1473,125,30,30,19
해남군,화원면,관내사전투표,1110,1110,931,60,15,13,12
해남군,화원면,선거일투표,1576,669,542,65,15,17,7
해남군,잘못 투입·구분된 투표지,,0,2,1,0,0,0,1
진도군,진도읍,계,7535,5913,4571,594,172,163,149
진도군,진도읍,관내사전투표,3892,3889,3060,350,106,103,84
진도군,진도읍,선거일투표,3643,2024,1511,244,66,60,65
진도군,군내면,계,2745,2269,1690,200,87,55,61
진도군,군내면,관내사전투표,1664,1663,1242,146,55,40,41
진도군,군내면,선거일투표,1081,606,448,54,32,15,20
진도군,고군면,계,2645,2088,1596,173,65,56,46
진도군,고군면,관내사전투표,1374,1374,1039,94,48,36,33
진도군,고군면,선거일투표,1271,714,557,79,17,20,13
진도군,의신면,계,2842,2260,1657,210,80,96,49
진도군,의신면,관내사전투표,1513,1513,1150,121,39,65,27
진도군,의신면,선거일투표,1329,747,507,89,41,31,22
진도군,임회면,계,2589,1959,1430,197,49,70,53
진도군,임회면,관내사전투표,1255,1255,937,109,29,36,30
진도군,임회면,선거일투표,1334,704,493,88,20,34,23
진도군,지산면,계,2274,1793,1258,204,69,46,45
진도군,지산면,관내사전투표,1147,1147,810,114,48,29,24
진도군,지산면,선거일투표,1127,646,448,90,21,17,21
진도군,조도면,계,1888,1379,994,114,53,37,31
진도군,조도면,관내사전투표,647,647,461,40,18,19,11
진도군,조도면,선거일투표,1241,732,533,74,35,18,20
진도군,잘못 투입·구분된 투표지,,0,2,1,1,0,0,0
영암군,영암읍,계,5954,4146,3193,451,92,163,89
영암군,영암읍,관내사전투표,2559,2557,2057,209,56,92,46
영암군,영암읍,선거일투표,3395,1589,1136,242,36,71,43
영암군,삼호읍,계,16468,7967,6315,739,208,369,121
영암군,삼호읍,관내사전투표,3303,3302,2722,213,76,150,45
영암군,삼호읍,선거일투표,13165,4665,3593,526,132,219,76
영암군,덕진면,계,1491,1060,817,109,31,36,15
영암군,덕진면,관내사전투표,627,627,504,48,16,23,11
영암군,덕진면,선거일투표,864,433,313,61,15,13,4
영암군,금정면,계,1684,1150,888,102,30,47,30
영암군,금정면,관내사전투표,839,839,660,65,21,29,22
영암군,금정면,선거일투표,845,311,228,37,9,18,8
영암군,신북면,계,2925,2031,1627,130,65,57,26
영암군,신북면,관내사전투표,1382,1380,1127,68,39,44,15
영암군,신북면,선거일투표,1543,651,500,62,26,13,11
영암군,시종면,계,2738,1797,1478,122,30,61,24
영암군,시종면,관내사전투표,1199,1199,992,70,19,44,14
영암군,시종면,선거일투표,1539,598,486,52,11,17,10
영암군,도포면,계,1728,1118,867,110,26,32,31
영암군,도포면,관내사전투표,621,620,494,45,13,18,18
영암군,도포면,선거일투표,1107,498,373,65,13,14,13
영암군,군서면,계,2465,1738,1336,159,38,72,22
영암군,군서면,관내사전투표,933,933,741,59,23,37,13
영암군,군서면,선거일투표,1532,805,595,100,15,35,9
영암군,서호면,계,1450,1000,752,104,31,34,23
영암군,서호면,관내사전투표,610,610,483,46,18,16,9
영암군,서호면,선거일투표,840,390,269,58,13,18,14
영암군,학산면,계,2653,1955,1495,172,55,91,35
영암군,학산면,관내사전투표,1374,1374,1075,100,33,62,22
영암군,학산면,선거일투표,1279,581,420,72,22,29,13
영암군,미암면,계,1523,968,751,82,22,47,20
영암군,미암면,관내사전투표,540,540,445,29,11,21,10
영암군,미암면,선거일투표,983,428,306,53,11,26,10
영암군,잘못 투입·구분된 투표지,,0,3,2,0,0,0,0
무안군,무안읍,계,8684,5802,4537,538,135,209,151
무안군,무안읍,관내사전투표,3679,3678,2971,276,79,136,82
무안군,무안읍,선거일투표,5005,2124,1566,262,56,73,69
무안군,일로읍,계,14215,7773,5852,859,244,317,275
무안군,일로읍,관내사전투표,2525,2523,1957,169,64,102,100
무안군,일로읍,선거일투표,11690,5250,3895,690,180,215,175
무안군,삼향읍,계,25732,12205,9531,1339,315,621,221
무안군,삼향읍,관내사전투표,4621,4621,3829,345,124,207,63
무안군,삼향읍,선거일투표,21111,7584,5702,994,191,414,158
무안군,몽탄면,계,2119,1502,1111,130,45,76,74
무안군,몽탄면,관내사전투표,878,878,652,65,28,49,45
무안군,몽탄면,선거일투표,1241,624,459,65,17,27,29
무안군,청계면,계,5479,3270,2468,331,87,166,66
무안군,청계면,관내사전투표,1621,1619,1295,139,28,73,26
무안군,청계면,선거일투표,3858,1651,1173,192,59,93,40
무안군,현경면,계,3566,2413,1774,225,66,140,57
무안군,현경면,관내사전투표,1217,1217,950,76,30,57,21
무안군,현경면,선거일투표,2349,1196,824,149,36,83,36
무안군,망운면,계,1529,1028,807,85,38,34,21
무안군,망운면,관내사전투표,550,550,440,39,20,18,11
무안군,망운면,선거일투표,979,478,367,46,18,16,10
무안군,해제면,계,4020,2781,2133,240,79,86,63
무안군,해제면,관내사전투표,1935,1935,1534,130,43,56,36
무안군,해제면,선거일투표,2085,846,599,110,36,30,27
무안군,운남면,계,2263,1478,1116,134,32,66,21
무안군,운남면,관내사전투표,832,832,638,64,18,32,8
무안군,운남면,선거일투표,1431,646,478,70,14,34,13
무안군,잘못 투입·구분된 투표지,,0,2,2,0,0,0,0
영광군,영광읍,계,16479,10067,7709,852,485,316,336
영광군,영광읍,관내사전투표,5367,5364,4274,365,232,162,136
영광군,영광읍,선거일투표,11112,4703,3435,487,253,154,200
영광군,백수읍,계,3436,2390,1673,195,113,98,103
영광군,백수읍,관내사전투표,1419,1417,1030,86,57,60,45
영광군,백수읍,선거일투표,2017,973,643,109,56,38,58
영광군,홍농읍,계,5225,3428,2341,485,187,73,172
영광군,홍농읍,관내사전투표,2085,2084,1495,246,112,39,81
영광군,홍농읍,선거일투표,3140,1344,846,239,75,34,91
영광군,대마면,계,1434,1035,703,72,133,43,18
영광군,대마면,관내사전투표,656,656,448,41,90,20,5
영광군,대마면,선거일투표,778,379,255,31,43,23,13
영광군,묘량면,계,1497,1078,802,92,63,50,29
영광군,묘량면,관내사전투표,684,683,516,55,38,26,23
영광군,묘량면,선거일투표,813,395,286,37,25,24,6
영광군,불갑면,계,1349,985,736,95,42,46,22
영광군,불갑면,관내사전투표,657,656,507,57,29,28,12
영광군,불갑면,선거일투표,692,329,229,38,13,18,10
영광군,군서면,계,2525,1920,1466,160,91,54,51
영광군,군서면,관내사전투표,1438,1436,1109,116,63,39,32
영광군,군서면,선거일투표,1087,484,357,44,28,15,19
영광군,군남면,계,1983,1382,983,122,64,49,49
영광군,군남면,관내사전투표,936,935,684,63,44,32,34
영광군,군남면,선거일투표,1047,447,299,59,20,17,15
영광군,염산면,계,3180,2251,1533,209,141,99,82
영광군,염산면,관내사전투표,1345,1344,937,110,73,59,55
영광군,염산면,선거일투표,1835,907,596,99,68,40,27
영광군,법성면,계,4135,2801,2076,215,154,85,112
영광군,법성면,관내사전투표,1710,1706,1323,100,86,40,65
영광군,법성면,선거일투표,2425,1095,753,115,68,45,47
영광군,낙월면,계,396,246,182,21,15,6,8
영광군,낙월면,관내사전투표,61,61,49,5,3,1,1
영광군,낙월면,선거일투표,335,185,133,16,12,5,7
영광군,잘못 투입·구분된 투표지,,0,20,11,3,2,0,1
함평군,함평읍,계,6249,4720,3675,465,104,207,84
함평군,함평읍,관내사전투표,2920,2919,2340,218,58,130,51
함평군,함평읍,선거일투표,3329,1801,1335,247,46,77,33
함평군,손불면,계,2500,1897,1389,170,63,72,34
함평군,손불면,관내사전투표,1336,1335,964,107,55,54,21
함평군,손불면,선거일투표,1164,562,425,63,8,18,13
함평군,신광면,계,1302,1051,786,95,26,54,20
함평군,신광면,관내사전투표,709,709,537,58,16,38,12
함평군,신광면,선거일투표,593,342,249,37,10,16,8
함평군,학교면,계,2658,1910,1447,165,58,81,36
함평군,학교면,관내사전투표,1221,1221,950,84,30,49,20
함평군,학교면,선거일투표,1437,689,497,81,28,32,16
함평군,엄다면,계,1415,1061,830,107,20,32,9
함평군,엄다면,관내사전투표,754,754,606,57,14,22,7
함평군,엄다면,선거일투표,661,307,224,50,6,10,2
함평군,대동면,계,2356,1733,1298,193,38,76,43
함평군,대동면,관내사전투표,1070,1070,828,91,20,42,30
함평군,대동면,선거일투표,1286,663,470,102,18,34,13
함평군,나산면,계,2098,1526,1142,155,59,66,16
함평군,나산면,관내사전투표,982,982,750,85,37,37,5
함평군,나산면,선거일투표,1116,544,392,70,22,29,11
함평군,해보면,계,2202,1577,1237,133,51,50,18
함평군,해보면,관내사전투표,1122,1121,904,67,34,30,10
함평군,해보면,선거일투표,1080,456,333,66,17,20,8
함평군,월야면,계,2793,1966,1507,185,72,70,36
함평군,월야면,관내사전투표,1245,1245,968,99,44,47,25
함평군,월야면,선거일투표,1548,721,539,86,28,23,11
함평군,잘못 투입·구분된 투표지,,0,3,1,0,0,1,0
신안군,지도읍,계,3714,2850,2051,290,75,105,60
신안군,지도읍,관내사전투표,2003,2002,1455,174,50,75,39
신안군,지도읍,선거일투표,1711,848,596,116,25,30,21
신안군,압해읍,계,5300,3961,3105,311,118,150,72
신안군,압해읍,관내사전투표,2541,2540,2019,163,63,100,37
신안군,압해읍,선거일투표,2759,1421,1086,148,55,50,35
신안군,증도면,계,1443,1058,785,119,21,26,22
신안군,증도면,관내사전투표,759,758,570,73,13,20,16
신안군,증도면,선거일투표,684,300,215,46,8,6,6
신안군,임자면,계,2425,1829,1179,258,43,117,42
신안군,임자면,관내사전투표,1283,1283,819,166,29,81,35
신안군,임자면,선거일투표,1142,546,360,92,14,36,7
신안군,자은면,계,1930,1385,960,153,64,74,26
신안군,자은면,관내사전투표,863,862,602,82,30,47,18
신안군,자은면,선거일투표,1067,523,358,71,34,27,8
신안군,비금면,계,2610,1948,1475,143,41,76,56
신안군,비금면,관내사전투표,1269,1269,991,80,29,41,28
신안군,비금면,선거일투표,1341,679,484,63,12,35,28
신안군,도초면,계,1879,1471,1119,99,29,53,37
신안군,도초면,관내사전투표,1142,1142,872,70,23,36,28
신안군,도초면,선거일투표,737,329,247,29,6,17,9
신안군,흑산면,계,2149,1567,1205,108,51,40,40
신안군,흑산면,관내사전투표,741,741,574,47,21,19,19
신안군,흑산면,선거일투표,1408,826,631,61,30,21,21
신안군,하의면,계,1201,886,700,66,21,19,9
신안군,하의면,관내사전투표,642,642,506,42,16,13,7
신안군,하의면,선거일투표,559,244,194,24,5,6,2
신안군,신의면,계,1020,762,549,72,24,37,20
신안군,신의면,관내사전투표,544,544,391,55,16,23,13
신안군,신의면,선거일투표,476,218,158,17,8,14,7
신안군,장산면,계,1123,863,630,76,26,24,14
신안군,장산면,관내사전투표,658,658,482,47,17,18,12
신안군,장산면,선거일투표,465,205,148,29,9,6,2
신안군,안좌면,계,2460,1710,1244,207,39,61,38
신안군,안좌면,관내사전투표,1060,1060,781,113,24,37,20
신안군,안좌면,선거일투표,1400,650,463,94,15,24,18
신안군,팔금면,계,783,620,456,53,17,14,15
신안군,팔금면,관내사전투표,486,486,356,42,9,10,11
신안군,팔금면,선거일투표,297,134,100,11,8,4,4
신안군,암태면,계,1570,1226,896,127,35,48,25
신안군,암태면,관내사전투표,841,841,618,84,20,30,15
신안군,암태면,선거일투표,729,385,278,43,15,18,10
신안군,잘못 투입·구분된 투표지,,0,1,1,0,0,0,0
